,id_cryptopunk,bids,for_sale,attribute,amount,amount_dols,date,tipo,tr_type
0,14,1,1,Pilot Helmet,667.0,2190000.0,2021-09-14,Female,Offered
1,14,1,1,Pipe,667.0,2190000.0,2021-09-14,Female,Offered
2,14,1,1,Hot Lipstick,667.0,2190000.0,2021-09-14,Female,Offered
3,89,0,1,Choker,890.0,1590000.0,2021-03-16,Female,Offered
4,155,0,1,Clown Hair Green,850.0,3490000.0,2021-12-26,Male,Offered
5,155,0,1,Clown Nose,850.0,3490000.0,2021-12-26,Male,Offered
6,260,0,1,Purple Hair,450.0,1460000.0,2021-08-27,Male,Offered
7,260,0,1,3D Glasses,450.0,1460000.0,2021-08-27,Male,Offered
8,286,0,1,Goat,200.0,650250.0,2021-08-28,Male,Offered
9,286,0,1,Wild Hair,200.0,650250.0,2021-08-28,Male,Offered
10,300,0,1,Goat,84.69,206259.0,2022-01-25,Male,Offered
11,300,0,1,Headband,84.69,206259.0,2022-01-25,Male,Offered
12,309,0,1,Big Shades,0.0,0.0,2021-09-17,Male,Offered
13,309,0,1,Shaved Head,0.0,0.0,2021-09-17,Male,Offered
14,318,0,1,Cigarette,0.0,0.0,2021-10-29,Female,Offered
15,318,0,1,Bandana,0.0,0.0,2021-10-29,Female,Offered
16,318,0,1,Hot Lipstick,0.0,0.0,2021-10-29,Female,Offered
17,325,1,1,Police Cap,83.0,256052.0,2022-01-20,Male,Offered
18,325,1,1,Mustache,83.0,256052.0,2022-01-20,Male,Offered
19,325,1,1,Small Shades,83.0,256052.0,2022-01-20,Male,Offered
20,335,0,1,Clown Hair Green,114.99,280054.0,2022-01-25,Male,Offered
21,338,0,1,Messy Hair,250.0,806128.0,2021-08-28,Male,Offered
22,338,0,1,Small Shades,250.0,806128.0,2021-08-28,Male,Offered
23,339,0,1,Cap,0.0,0.0,2021-08-31,Female,Offered
24,339,0,1,Big Shades,0.0,0.0,2021-08-31,Female,Offered
25,339,0,1,Black Lipstick,0.0,0.0,2021-08-31,Female,Offered
26,339,0,1,Mole,0.0,0.0,2021-08-31,Female,Offered
27,339,0,1,Earring,0.0,0.0,2021-08-31,Female,Offered
28,341,0,1,Messy Hair,300.0,963672.0,2021-08-31,Female,Offered
29,341,0,1,Earring,300.0,963672.0,2021-08-31,Female,Offered
30,374,0,1,Bandana,602.0,1930000.0,2022-01-17,Female,Offered
31,374,0,1,Clown Eyes Blue,602.0,1930000.0,2022-01-17,Female,Offered
32,387,0,1,Gold Chain,189.0,468525.0,2022-01-25,Male,Offered
33,387,0,1,Cap Forward,189.0,468525.0,2022-01-25,Male,Offered
34,387,0,1,Pipe,189.0,468525.0,2022-01-25,Male,Offered
35,399,0,1,Purple Hair,119.9,504747.0,2021-11-22,Male,Offered
36,399,0,1,Small Shades,119.9,504747.0,2021-11-22,Male,Offered
37,422,0,1,Dark Hair,158.0,572938.0,2021-10-14,Female,Offered
38,422,0,1,Purple Eye Shadow,158.0,572938.0,2021-10-14,Female,Offered
39,422,0,1,Earring,158.0,572938.0,2021-10-14,Female,Offered
40,422,0,1,Purple Lipstick,158.0,572938.0,2021-10-14,Female,Offered
41,445,0,1,Purple Lipstick,225.0,869724.0,2022-01-04,Female,Offered
42,445,0,1,Pilot Helmet,225.0,869724.0,2022-01-04,Female,Offered
43,445,0,1,Pipe,225.0,869724.0,2022-01-04,Female,Offered
44,445,0,1,Earring,225.0,869724.0,2022-01-04,Female,Offered
45,446,0,1,Nerd Glasses,300.0,1080000.0,2021-10-06,Female,Offered
46,446,0,1,Cigarette,300.0,1080000.0,2021-10-06,Female,Offered
47,446,0,1,Straight Hair Blonde,300.0,1080000.0,2021-10-06,Female,Offered
48,447,0,1,Stringy Hair,94.69,232673.0,2022-01-24,Male,Offered
49,447,0,1,Big Shades,94.69,232673.0,2022-01-24,Male,Offered
50,457,0,1,Knitted Cap,144.95,353414.0,2022-01-25,Male,Offered
51,457,0,1,Chinstrap,144.95,353414.0,2022-01-25,Male,Offered
52,457,0,1,3D Glasses,144.95,353414.0,2022-01-25,Male,Offered
53,465,0,1,Hoodie,0.0,0.0,2021-08-01,Male,Offered
54,465,0,1,3D Glasses,0.0,0.0,2021-08-01,Male,Offered
55,465,0,1,Pipe,0.0,0.0,2021-08-01,Male,Offered
56,494,0,1,Front Beard Dark,145.0,416742.0,2021-09-28,Male,Offered
57,494,0,1,Stringy Hair,145.0,416742.0,2021-09-28,Male,Offered
58,507,0,1,Hot Lipstick,127.49,410464.0,2022-01-08,Female,Offered
59,507,0,1,Dark Hair,127.49,410464.0,2022-01-08,Female,Offered
60,509,0,1,Wild Hair,110.0,530336.0,2021-11-09,Female,Offered
61,509,0,1,Regular Shades,110.0,530336.0,2021-11-09,Female,Offered
62,512,0,1,Cigarette,342.69,1060000.0,2021-08-27,Male,Offered
63,512,0,1,Hoodie,342.69,1060000.0,2021-08-27,Male,Offered
64,526,0,1,Mole,110.0,273918.0,2022-01-26,Male,Offered
65,526,0,1,Vampire Hair,110.0,273918.0,2022-01-26,Male,Offered
66,538,0,1,Knitted Cap,300.0,1260000.0,2021-12-09,Female,Offered
67,538,0,1,Hot Lipstick,300.0,1260000.0,2021-12-09,Female,Offered
68,538,0,1,Green Eye Shadow,300.0,1260000.0,2021-12-09,Female,Offered
69,556,0,1,Messy Hair,245.0,923709.0,2021-10-14,Male,Offered
70,556,0,1,Shadow Beard,245.0,923709.0,2021-10-14,Male,Offered
71,563,0,1,Straight Hair Dark,750.0,2370000.0,2021-08-11,Female,Offered
72,563,0,1,Pipe,750.0,2370000.0,2021-08-11,Female,Offered
73,563,0,1,VR,750.0,2370000.0,2021-08-11,Female,Offered
74,563,0,1,Earring,750.0,2370000.0,2021-08-11,Female,Offered
75,578,0,1,Fedora,111.0,534156.0,2021-11-08,Male,Offered
76,578,0,1,Front Beard Dark,111.0,534156.0,2021-11-08,Male,Offered
77,586,0,1,Wild Hair,315.0,1010000.0,2021-08-29,Female,Offered
78,586,0,1,Purple Eye Shadow,315.0,1010000.0,2021-08-29,Female,Offered
79,588,0,1,Earring,242.42,969765.0,2021-10-27,Female,Offered
80,588,0,1,Tassle Hat,242.42,969765.0,2021-10-27,Female,Offered
81,588,0,1,Big Shades,242.42,969765.0,2021-10-27,Female,Offered
82,588,0,1,Black Lipstick,242.42,969765.0,2021-10-27,Female,Offered
83,588,0,1,Cigarette,242.42,969765.0,2021-10-27,Female,Offered
84,605,0,1,Mole,400.0,1910000.0,2021-11-12,Male,Offered
85,605,0,1,Cigarette,400.0,1910000.0,2021-11-12,Male,Offered
86,605,0,1,Clown Hair Green,400.0,1910000.0,2021-11-12,Male,Offered
87,605,0,1,Small Shades,400.0,1910000.0,2021-11-12,Male,Offered
88,605,0,1,Earring,400.0,1910000.0,2021-11-12,Male,Offered
89,616,0,1,Classic Shades,0.0,0.0,2021-09-17,Female,Offered
90,616,0,1,Hot Lipstick,0.0,0.0,2021-09-17,Female,Offered
91,616,0,1,Straight Hair Blonde,0.0,0.0,2021-09-17,Female,Offered
92,632,0,1,Peak Spike,127.0,490455.0,2021-10-16,Male,Offered
93,632,0,1,Clown Eyes Blue,127.0,490455.0,2021-10-16,Male,Offered
94,634,0,1,Frumpy Hair,634.0,1380000.0,2021-06-29,Male,Offered
95,634,0,1,Big Shades,634.0,1380000.0,2021-06-29,Male,Offered
96,635,0,1,Bandana,0.0,0.0,2021-11-10,Alien,Offered
97,635,0,1,Regular Shades,0.0,0.0,2021-11-10,Alien,Offered
98,643,0,1,Mohawk,111.11,447182.0,2021-12-21,Male,Offered
99,643,0,1,Smile,111.11,447182.0,2021-12-21,Male,Offered
100,643,0,1,Mustache,111.11,447182.0,2021-12-21,Male,Offered
101,648,0,1,Eye Patch,160.0,596093.0,2022-01-04,Male,Offered
102,648,0,1,Big Beard,160.0,596093.0,2022-01-04,Male,Offered
103,648,0,1,Peak Spike,160.0,596093.0,2022-01-04,Male,Offered
104,661,0,1,Goat,87.0,374893.0,2021-11-21,Male,Offered
105,661,0,1,Knitted Cap,87.0,374893.0,2021-11-21,Male,Offered
106,674,0,1,Messy Hair,750.0,2480000.0,2021-08-24,Male,Offered
107,674,0,1,Nerd Glasses,750.0,2480000.0,2021-08-24,Male,Offered
108,686,0,1,Smile,230.0,985216.0,2021-10-27,Male,Offered
109,686,0,1,Chinstrap,230.0,985216.0,2021-10-27,Male,Offered
110,686,0,1,Shaved Head,230.0,985216.0,2021-10-27,Male,Offered
111,686,0,1,Pipe,230.0,985216.0,2021-10-27,Male,Offered
112,686,0,1,Earring,230.0,985216.0,2021-10-27,Male,Offered
113,723,0,1,Wild Hair,266.6,1160000.0,2021-11-29,Male,Offered
114,723,0,1,Nerd Glasses,266.6,1160000.0,2021-11-29,Male,Offered
115,738,1,1,Earring,160.0,757110.0,2021-11-10,Male,Offered
116,765,0,1,Hoodie,245.0,634881.0,2022-01-22,Male,Offered
117,765,0,1,Goat,245.0,634881.0,2022-01-22,Male,Offered
118,765,0,1,Clown Eyes Green,245.0,634881.0,2022-01-22,Male,Offered
119,772,0,1,Hoodie,999.0,2170000.0,2021-04-10,Male,Offered
120,772,0,1,Normal Beard Black,999.0,2170000.0,2021-04-10,Male,Offered
121,784,0,1,Mohawk Thin,399.0,1560000.0,2021-12-17,Male,Offered
122,784,0,1,Silver Chain,399.0,1560000.0,2021-12-17,Male,Offered
123,784,0,1,Medical Mask,399.0,1560000.0,2021-12-17,Male,Offered
124,784,0,1,3D Glasses,399.0,1560000.0,2021-12-17,Male,Offered
125,809,0,1,Earring,145.0,460868.0,2021-08-29,Male,Offered
126,809,0,1,Shaved Head,145.0,460868.0,2021-08-29,Male,Offered
127,810,0,1,Hoodie,500.0,2380000.0,2021-11-11,Male,Offered
128,810,0,1,Front Beard,500.0,2380000.0,2021-11-11,Male,Offered
129,810,0,1,Clown Eyes Blue,500.0,2380000.0,2021-11-11,Male,Offered
130,811,0,1,Front Beard,750.0,2480000.0,2021-08-24,Male,Offered
131,811,0,1,Stringy Hair,750.0,2480000.0,2021-08-24,Male,Offered
132,811,0,1,Earring,750.0,2480000.0,2021-08-24,Male,Offered
133,814,0,1,3D Glasses,138.88,526423.0,2022-01-02,Male,Offered
134,814,0,1,Earring,138.88,526423.0,2022-01-02,Male,Offered
135,814,0,1,Knitted Cap,138.88,526423.0,2022-01-02,Male,Offered
136,853,0,1,Knitted Cap,249.0,766016.0,2021-08-07,Male,Offered
137,853,0,1,Regular Shades,249.0,766016.0,2021-08-07,Male,Offered
138,853,0,1,Mustache,249.0,766016.0,2021-08-07,Male,Offered
139,855,0,1,Eye Patch,125.0,521261.0,2021-11-17,Female,Offered
140,855,0,1,Bandana,125.0,521261.0,2021-11-17,Female,Offered
141,867,0,1,Blonde Short,120.0,566934.0,2021-12-01,Female,Offered
142,867,0,1,Clown Eyes Blue,120.0,566934.0,2021-12-01,Female,Offered
143,867,0,1,Black Lipstick,120.0,566934.0,2021-12-01,Female,Offered
144,867,0,1,Cigarette,120.0,566934.0,2021-12-01,Female,Offered
145,871,0,1,Wild Hair,333.0,706653.0,2021-04-12,Male,Offered
146,871,0,1,Regular Shades,333.0,706653.0,2021-04-12,Male,Offered
147,883,0,1,Black Lipstick,250.0,618685.0,2022-01-26,Female,Offered
148,883,0,1,Pilot Helmet,250.0,618685.0,2022-01-26,Female,Offered
149,883,0,1,Earring,250.0,618685.0,2022-01-26,Female,Offered
150,888,0,1,Straight Hair Dark,888.8,2910000.0,2021-08-29,Female,Offered
151,888,0,1,Clown Eyes Blue,888.8,2910000.0,2021-08-29,Female,Offered
152,898,0,1,Blonde Bob,78.45,190207.0,2022-01-25,Female,Offered
153,898,0,1,Purple Eye Shadow,78.45,190207.0,2022-01-25,Female,Offered
154,907,0,1,Hot Lipstick,97.77,408080.0,2021-12-06,Female,Offered
155,907,0,1,Clown Hair Green,97.77,408080.0,2021-12-06,Female,Offered
156,913,0,1,Fedora,135.0,638812.0,2021-11-10,Male,Offered
157,921,0,1,Red Mohawk,420.69,788819.0,2021-02-22,Female,Offered
158,921,0,1,Regular Shades,420.69,788819.0,2021-02-22,Female,Offered
159,921,0,1,Cigarette,420.69,788819.0,2021-02-22,Female,Offered
160,921,0,1,Earring,420.69,788819.0,2021-02-22,Female,Offered
161,924,0,1,Earring,696.97,2830000.0,2021-12-22,Male,Offered
162,924,0,1,Hoodie,696.97,2830000.0,2021-12-22,Male,Offered
163,924,0,1,3D Glasses,696.97,2830000.0,2021-12-22,Male,Offered
164,924,0,1,Luxurious Beard,696.97,2830000.0,2021-12-22,Male,Offered
165,939,0,1,Earring,0.0,0.0,2021-09-02,Male,Offered
166,939,0,1,Hoodie,0.0,0.0,2021-09-02,Male,Offered
167,939,0,1,VR,0.0,0.0,2021-09-02,Male,Offered
168,943,0,1,Cowboy Hat,324.5,1420000.0,2021-10-30,Male,Offered
169,950,1,1,Luxurious Beard,0.0,0.0,2021-02-22,Male,Offered
170,950,1,1,Knitted Cap,0.0,0.0,2021-02-22,Male,Offered
171,959,0,1,Police Cap,750.0,3080000.0,2021-12-26,Male,Offered
172,959,0,1,Frown,750.0,3080000.0,2021-12-26,Male,Offered
173,959,0,1,Normal Beard Black,750.0,3080000.0,2021-12-26,Male,Offered
174,959,0,1,Pipe,750.0,3080000.0,2021-12-26,Male,Offered
175,959,0,1,Earring,750.0,3080000.0,2021-12-26,Male,Offered
176,973,0,1,Big Beard,119.0,538775.0,2021-11-14,Male,Offered
177,973,0,1,Peak Spike,119.0,538775.0,2021-11-14,Male,Offered
178,973,0,1,Earring,119.0,538775.0,2021-11-14,Male,Offered
179,996,0,1,Purple Eye Shadow,90.0,218150.0,2022-01-25,Female,Offered
180,996,0,1,Cap,90.0,218150.0,2022-01-25,Female,Offered
181,996,0,1,Cigarette,90.0,218150.0,2022-01-25,Female,Offered
182,998,0,1,Buck Teeth,211.0,874418.0,2021-12-10,Male,Offered
183,998,0,1,Normal Beard,211.0,874418.0,2021-12-10,Male,Offered
184,998,0,1,Stringy Hair,211.0,874418.0,2021-12-10,Male,Offered
185,998,0,1,Horned Rim Glasses,211.0,874418.0,2021-12-10,Male,Offered
186,1001,0,1,Luxurious Beard,110.0,418716.0,2021-12-28,Male,Offered
187,1001,0,1,Peak Spike,110.0,418716.0,2021-12-28,Male,Offered
188,1001,0,1,Nerd Glasses,110.0,418716.0,2021-12-28,Male,Offered
189,1005,0,1,Regular Shades,299.0,1280000.0,2021-10-30,Male,Offered
190,1005,0,1,Purple Hair,299.0,1280000.0,2021-10-30,Male,Offered
191,1027,0,1,Hoodie,344.9,1010000.0,2021-09-25,Male,Offered
192,1027,0,1,Handlebars,344.9,1010000.0,2021-09-25,Male,Offered
193,1027,0,1,Eye Mask,344.9,1010000.0,2021-09-25,Male,Offered
194,1029,0,1,Horned Rim Glasses,78.95,191419.0,2022-01-25,Male,Offered
195,1029,0,1,Mustache,78.95,191419.0,2022-01-25,Male,Offered
196,1037,0,1,Orange Side,888.89,2880000.0,2021-08-28,Female,Offered
197,1037,0,1,Blue Eye Shadow,888.89,2880000.0,2021-08-28,Female,Offered
198,1088,0,1,Classic Shades,333.0,1110000.0,2021-10-02,Male,Offered
199,1088,0,1,Clown Nose,333.0,1110000.0,2021-10-02,Male,Offered
200,1088,0,1,Shaved Head,333.0,1110000.0,2021-10-02,Male,Offered
201,1089,0,1,Chinstrap,333.0,1110000.0,2021-10-02,Male,Offered
202,1089,0,1,Knitted Cap,333.0,1110000.0,2021-10-02,Male,Offered
203,1090,0,1,Mohawk Thin,333.0,1110000.0,2021-10-02,Female,Offered
204,1090,0,1,Purple Lipstick,333.0,1110000.0,2021-10-02,Female,Offered
205,1093,0,1,Buck Teeth,155.0,297372.0,2021-02-22,Male,Offered
206,1093,0,1,Mustache,155.0,297372.0,2021-02-22,Male,Offered
207,1093,0,1,Peak Spike,155.0,297372.0,2021-02-22,Male,Offered
208,1093,0,1,Small Shades,155.0,297372.0,2021-02-22,Male,Offered
209,1115,0,1,Wild White Hair,255.0,984236.0,2021-09-04,Female,Offered
210,1115,0,1,Hot Lipstick,255.0,984236.0,2021-09-04,Female,Offered
211,1116,0,1,Shadow Beard,299.0,1020000.0,2021-09-07,Male,Offered
212,1116,0,1,Cowboy Hat,299.0,1020000.0,2021-09-07,Male,Offered
213,1123,0,1,Straight Hair Blonde,179.99,559132.0,2022-01-19,Female,Offered
214,1123,0,1,Medical Mask,179.99,559132.0,2022-01-19,Female,Offered
215,1123,0,1,3D Glasses,179.99,559132.0,2022-01-19,Female,Offered
216,1138,0,1,Messy Hair,0.0,0.0,2021-05-13,Female,Offered
217,1138,0,1,Nerd Glasses,0.0,0.0,2021-05-13,Female,Offered
218,1138,0,1,Cigarette,0.0,0.0,2021-05-13,Female,Offered
219,1139,0,1,Eye Patch,99.0,321269.0,2022-01-20,Female,Offered
220,1139,0,1,Mole,99.0,321269.0,2022-01-20,Female,Offered
221,1139,0,1,Hot Lipstick,99.0,321269.0,2022-01-20,Female,Offered
222,1139,0,1,Dark Hair,99.0,321269.0,2022-01-20,Female,Offered
223,1160,0,1,Small Shades,350.0,1200000.0,2021-09-19,Male,Offered
224,1160,0,1,Earring,350.0,1200000.0,2021-09-19,Male,Offered
225,1160,0,1,Knitted Cap,350.0,1200000.0,2021-09-19,Male,Offered
226,1163,0,1,Pink With Hat,160.0,389976.0,2022-01-25,Female,Offered
227,1163,0,1,Blue Eye Shadow,160.0,389976.0,2022-01-25,Female,Offered
228,1163,0,1,Mole,160.0,389976.0,2022-01-25,Female,Offered
229,1182,0,1,Nerd Glasses,339.0,1420000.0,2021-11-22,Male,Offered
230,1182,0,1,Hoodie,339.0,1420000.0,2021-11-22,Male,Offered
231,1182,0,1,Goat,339.0,1420000.0,2021-11-22,Male,Offered
232,1183,0,1,Gold Chain,199.69,760228.0,2022-01-05,Male,Offered
233,1183,0,1,Muttonchops,199.69,760228.0,2022-01-05,Male,Offered
234,1183,0,1,Cap,199.69,760228.0,2022-01-05,Male,Offered
235,1183,0,1,Big Shades,199.69,760228.0,2022-01-05,Male,Offered
236,1183,0,1,Earring,199.69,760228.0,2022-01-05,Male,Offered
237,1189,1,1,Spots,125.0,530101.0,2021-11-22,Male,Offered
238,1189,1,1,Mohawk Thin,125.0,530101.0,2021-11-22,Male,Offered
239,1190,0,1,Bandana,0.0,0.0,2021-11-01,Zombie,Offered
240,1190,0,1,Cigarette,0.0,0.0,2021-11-01,Zombie,Offered
241,1190,0,1,Earring,0.0,0.0,2021-11-01,Zombie,Offered
242,1190,0,1,Handlebars,0.0,0.0,2021-11-01,Zombie,Offered
243,1203,0,1,Wild Hair,145.55,597481.0,2021-12-24,Male,Offered
244,1203,0,1,Nerd Glasses,145.55,597481.0,2021-12-24,Male,Offered
245,1203,0,1,Big Beard,145.55,597481.0,2021-12-24,Male,Offered
246,1209,0,1,Mohawk Dark,180.0,446215.0,2022-01-25,Female,Offered
247,1209,0,1,VR,180.0,446215.0,2022-01-25,Female,Offered
248,1221,0,1,Cowboy Hat,285.0,886453.0,2022-01-20,Male,Offered
249,1222,0,1,Big Beard,219.0,533780.0,2022-01-25,Male,Offered
250,1222,0,1,Crazy Hair,219.0,533780.0,2022-01-25,Male,Offered
251,1222,0,1,Horned Rim Glasses,219.0,533780.0,2022-01-25,Male,Offered
252,1222,0,1,Earring,219.0,533780.0,2022-01-25,Male,Offered
253,1225,0,1,Black Lipstick,179.0,614140.0,2021-10-05,Female,Offered
254,1225,0,1,Earring,179.0,614140.0,2021-10-05,Female,Offered
255,1225,0,1,Straight Hair Blonde,179.0,614140.0,2021-10-05,Female,Offered
256,1287,0,1,Silver Chain,130.0,397635.0,2022-01-20,Male,Offered
257,1287,0,1,Cap,130.0,397635.0,2022-01-20,Male,Offered
258,1308,0,1,Purple Hair,230.0,813544.0,2021-09-01,Male,Offered
259,1308,0,1,Normal Beard Black,230.0,813544.0,2021-09-01,Male,Offered
260,1312,0,1,Mole,0.0,0.0,2021-06-08,Male,Offered
261,1312,0,1,Do-rag,0.0,0.0,2021-06-08,Male,Offered
262,1312,0,1,Small Shades,0.0,0.0,2021-06-08,Male,Offered
263,1314,0,1,Bandana,0.0,0.0,2021-08-31,Male,Offered
264,1314,0,1,Eye Mask,0.0,0.0,2021-08-31,Male,Offered
265,1314,0,1,Earring,0.0,0.0,2021-08-31,Male,Offered
266,1337,1,1,Bandana,0.0,0.0,2021-05-09,Male,Offered
267,1337,1,1,Handlebars,0.0,0.0,2021-05-09,Male,Offered
268,1357,0,1,Classic Shades,0.0,0.0,2021-04-16,Female,Offered
269,1357,0,1,Mole,0.0,0.0,2021-04-16,Female,Offered
270,1357,0,1,Hot Lipstick,0.0,0.0,2021-04-16,Female,Offered
271,1357,0,1,Straight Hair Dark,0.0,0.0,2021-04-16,Female,Offered
272,1369,0,1,Clown Eyes Blue,200.0,645382.0,2021-08-28,Female,Offered
273,1369,0,1,Knitted Cap,200.0,645382.0,2021-08-28,Female,Offered
274,1375,0,1,Eye Patch,0.0,0.0,2021-08-01,Male,Offered
275,1375,0,1,Cigarette,0.0,0.0,2021-08-01,Male,Offered
276,1375,0,1,Shaved Head,0.0,0.0,2021-08-01,Male,Offered
277,1392,0,1,Stringy Hair,155.0,626760.0,2021-12-26,Female,Offered
278,1392,0,1,Classic Shades,155.0,626760.0,2021-12-26,Female,Offered
279,1401,0,1,Normal Beard,120.5,389611.0,2021-08-31,Male,Offered
280,1401,0,1,Peak Spike,120.5,389611.0,2021-08-31,Male,Offered
281,1405,0,1,Clown Eyes Blue,116.3,415821.0,2021-10-10,Male,Offered
282,1405,0,1,Mohawk,116.3,415821.0,2021-10-10,Male,Offered
283,1405,0,1,Cigarette,116.3,415821.0,2021-10-10,Male,Offered
284,1406,0,1,Cap Forward,94.4,457448.0,2021-11-10,Male,Offered
285,1406,0,1,Front Beard,94.4,457448.0,2021-11-10,Male,Offered
286,1420,0,1,Purple Lipstick,300.0,1020000.0,2021-10-04,Female,Offered
287,1420,0,1,Blonde Bob,300.0,1020000.0,2021-10-04,Female,Offered
288,1420,0,1,Blue Eye Shadow,300.0,1020000.0,2021-10-04,Female,Offered
289,1426,0,1,Medical Mask,108.0,273184.0,2022-01-26,Female,Offered
290,1426,0,1,Stringy Hair,108.0,273184.0,2022-01-26,Female,Offered
291,1439,0,1,3D Glasses,119.95,292360.0,2022-01-25,Male,Offered
292,1439,0,1,Muttonchops,119.95,292360.0,2022-01-25,Male,Offered
293,1439,0,1,Earring,119.95,292360.0,2022-01-25,Male,Offered
294,1439,0,1,Stringy Hair,119.95,292360.0,2022-01-25,Male,Offered
295,1443,0,1,Cap,150.0,570903.0,2021-12-29,Male,Offered
296,1443,0,1,Small Shades,150.0,570903.0,2021-12-29,Male,Offered
297,1447,0,1,Eye Patch,0.0,0.0,2021-08-28,Male,Offered
298,1447,0,1,Cigarette,0.0,0.0,2021-08-28,Male,Offered
299,1447,0,1,Hoodie,0.0,0.0,2021-08-28,Male,Offered
300,1447,0,1,Frown,0.0,0.0,2021-08-28,Male,Offered
301,1458,0,1,Cigarette,125.0,573136.0,2021-11-03,Male,Offered
302,1458,0,1,Earring,125.0,573136.0,2021-11-03,Male,Offered
303,1458,0,1,Peak Spike,125.0,573136.0,2021-11-03,Male,Offered
304,1461,0,1,Straight Hair,135.69,514896.0,2021-10-19,Female,Offered
305,1461,0,1,Clown Eyes Blue,135.69,514896.0,2021-10-19,Female,Offered
306,1465,0,1,Mohawk Dark,150.0,572891.0,2022-01-04,Male,Offered
307,1465,0,1,Regular Shades,150.0,572891.0,2022-01-04,Male,Offered
308,1465,0,1,Cigarette,150.0,572891.0,2022-01-04,Male,Offered
309,1475,0,1,Mohawk,186.66,588472.0,2021-09-23,Female,Offered
310,1475,0,1,Earring,186.66,588472.0,2021-09-23,Female,Offered
311,1475,0,1,VR,186.66,588472.0,2021-09-23,Female,Offered
312,1477,0,1,Earring,0.0,0.0,2020-10-13,Female,Offered
313,1477,0,1,Big Shades,0.0,0.0,2020-10-13,Female,Offered
314,1477,0,1,Straight Hair,0.0,0.0,2020-10-13,Female,Offered
315,1479,0,1,Crazy Hair,250.0,716975.0,2021-09-29,Female,Offered
316,1479,0,1,VR,250.0,716975.0,2021-09-29,Female,Offered
317,1490,0,1,Cap,124.0,465190.0,2022-01-02,Male,Offered
318,1490,0,1,Clown Eyes Green,124.0,465190.0,2022-01-02,Male,Offered
319,1490,0,1,Earring,124.0,465190.0,2022-01-02,Male,Offered
320,1499,0,1,Crazy Hair,99.99,373963.0,2021-12-30,Male,Offered
321,1499,0,1,Spots,99.99,373963.0,2021-12-30,Male,Offered
322,1507,0,1,Cowboy Hat,300.0,1420000.0,2021-11-11,Male,Offered
323,1507,0,1,Smile,300.0,1420000.0,2021-11-11,Male,Offered
324,1507,0,1,Earring,300.0,1420000.0,2021-11-11,Male,Offered
325,1508,0,1,Choker,299.0,1240000.0,2021-12-23,Female,Offered
326,1508,0,1,Mohawk Dark,299.0,1240000.0,2021-12-23,Female,Offered
327,1508,0,1,Horned Rim Glasses,299.0,1240000.0,2021-12-23,Female,Offered
328,1508,0,1,Black Lipstick,299.0,1240000.0,2021-12-23,Female,Offered
329,1512,0,1,Mohawk Thin,119.0,380493.0,2022-01-08,Female,Offered
330,1512,0,1,Mole,119.0,380493.0,2022-01-08,Female,Offered
331,1514,0,1,Pink With Hat,210.0,727755.0,2021-09-01,Female,Offered
332,1514,0,1,Regular Shades,210.0,727755.0,2021-09-01,Female,Offered
333,1514,0,1,Hot Lipstick,210.0,727755.0,2021-09-01,Female,Offered
334,1516,0,1,Knitted Cap,179.0,746333.0,2021-12-09,Male,Offered
335,1516,0,1,Mole,179.0,746333.0,2021-12-09,Male,Offered
336,1520,0,1,Mohawk Dark,0.0,0.0,2021-12-09,Female,Offered
337,1520,0,1,Medical Mask,0.0,0.0,2021-12-09,Female,Offered
338,1520,0,1,Clown Eyes Green,0.0,0.0,2021-12-09,Female,Offered
339,1527,0,1,Half Shaved,169.0,575531.0,2021-10-03,Female,Offered
340,1527,0,1,Black Lipstick,169.0,575531.0,2021-10-03,Female,Offered
341,1527,0,1,Mole,169.0,575531.0,2021-10-03,Female,Offered
342,1528,0,1,Bandana,400.0,1170000.0,2021-08-07,Male,Offered
343,1528,0,1,Front Beard Dark,400.0,1170000.0,2021-08-07,Male,Offered
344,1528,0,1,3D Glasses,400.0,1170000.0,2021-08-07,Male,Offered
345,1546,0,1,Regular Shades,89.0,275586.0,2022-01-20,Male,Offered
346,1546,0,1,Handlebars,89.0,275586.0,2022-01-20,Male,Offered
347,1546,0,1,Peak Spike,89.0,275586.0,2022-01-20,Male,Offered
348,1551,0,1,Earring,150.0,617540.0,2021-11-19,Male,Offered
349,1551,0,1,Shaved Head,150.0,617540.0,2021-11-19,Male,Offered
350,1556,0,1,Pigtails,115.0,286165.0,2022-01-26,Female,Offered
351,1556,0,1,Earring,115.0,286165.0,2022-01-26,Female,Offered
352,1556,0,1,Purple Lipstick,115.0,286165.0,2022-01-26,Female,Offered
353,1557,0,1,Knitted Cap,998.0,3240000.0,2021-08-28,Male,Offered
354,1557,0,1,Muttonchops,998.0,3240000.0,2021-08-28,Male,Offered
355,1561,0,1,Mole,87.5,285975.0,2022-01-17,Female,Offered
356,1561,0,1,Hot Lipstick,87.5,285975.0,2022-01-17,Female,Offered
357,1561,0,1,Clown Hair Green,87.5,285975.0,2022-01-17,Female,Offered
358,1561,0,1,Earring,87.5,285975.0,2022-01-17,Female,Offered
359,1605,0,1,Shadow Beard,142.0,574414.0,2021-12-16,Male,Offered
360,1605,0,1,Frown,142.0,574414.0,2021-12-16,Male,Offered
361,1605,0,1,Shaved Head,142.0,574414.0,2021-12-16,Male,Offered
362,1605,0,1,VR,142.0,574414.0,2021-12-16,Male,Offered
