,id_cryptopunk,bids,for_sale,attribute,amount,amount_dols,date,tipo,tr_type
363,1605,0,1,Earring,142.0,574414.0,2021-12-16,Male,Offered
364,1613,0,1,Cigarette,55.0,220311.0,2021-12-21,Male,Offered
365,1613,0,1,Earring,55.0,220311.0,2021-12-21,Male,Offered
366,1613,0,1,Headband,55.0,220311.0,2021-12-21,Male,Offered
367,1621,0,1,Black Lipstick,110.0,530336.0,2021-11-09,Female,Offered
368,1621,0,1,Cigarette,110.0,530336.0,2021-11-09,Female,Offered
369,1621,0,1,Clown Hair Green,110.0,530336.0,2021-11-09,Female,Offered
370,1622,0,1,Knitted Cap,269.42,1110000.0,2021-12-12,Male,Offered
371,1622,0,1,Regular Shades,269.42,1110000.0,2021-12-12,Male,Offered
372,1622,0,1,Earring,269.42,1110000.0,2021-12-12,Male,Offered
373,1623,0,1,Straight Hair,280.0,1130000.0,2021-12-28,Female,Offered
374,1623,0,1,3D Glasses,280.0,1130000.0,2021-12-28,Female,Offered
375,1625,0,1,Mole,393.0,1310000.0,2021-08-23,Male,Offered
376,1625,0,1,Cap,393.0,1310000.0,2021-08-23,Male,Offered
377,1631,0,1,Police Cap,0.0,0.0,2021-08-24,Male,Offered
378,1631,0,1,Small Shades,0.0,0.0,2021-08-24,Male,Offered
379,1633,0,1,Bandana,250.0,857628.0,2021-10-02,Male,Offered
380,1633,0,1,Mole,250.0,857628.0,2021-10-02,Male,Offered
381,1633,0,1,Cigarette,250.0,857628.0,2021-10-02,Male,Offered
382,1640,0,1,Fedora,288.69,925280.0,2022-01-17,Male,Offered
383,1640,0,1,Mustache,288.69,925280.0,2022-01-17,Male,Offered
384,1640,0,1,VR,288.69,925280.0,2022-01-17,Male,Offered
385,1659,0,1,Straight Hair,248.88,795876.0,2021-08-29,Female,Offered
386,1659,0,1,Purple Eye Shadow,248.88,795876.0,2021-08-29,Female,Offered
387,1668,1,1,Goat,120.0,536710.0,2021-11-25,Male,Offered
388,1668,1,1,Earring,120.0,536710.0,2021-11-25,Male,Offered
389,1668,1,1,Mohawk Dark,120.0,536710.0,2021-11-25,Male,Offered
390,1682,0,1,Top Hat,750.0,2330000.0,2021-08-27,Male,Offered
391,1682,0,1,Chinstrap,750.0,2330000.0,2021-08-27,Male,Offered
392,1682,0,1,3D Glasses,750.0,2330000.0,2021-08-27,Male,Offered
393,1710,0,1,Orange Side,0.0,0.0,2021-08-28,Female,Offered
394,1710,0,1,Pipe,0.0,0.0,2021-08-28,Female,Offered
395,1710,0,1,Classic Shades,0.0,0.0,2021-08-28,Female,Offered
396,1717,0,1,Eye Patch,180.0,584611.0,2021-08-27,Male,Offered
397,1717,0,1,Bandana,180.0,584611.0,2021-08-27,Male,Offered
398,1717,0,1,Earring,180.0,584611.0,2021-08-27,Male,Offered
399,1717,0,1,Chinstrap,180.0,584611.0,2021-08-27,Male,Offered
400,1729,0,1,Gold Chain,400.0,1280000.0,2021-08-30,Male,Offered
401,1729,0,1,Luxurious Beard,400.0,1280000.0,2021-08-30,Male,Offered
402,1729,0,1,Nerd Glasses,400.0,1280000.0,2021-08-30,Male,Offered
403,1731,0,1,Cap Forward,175.0,617575.0,2021-09-01,Male,Offered
404,1731,0,1,Eye Patch,175.0,617575.0,2021-09-01,Male,Offered
405,1735,0,1,Earring,128.0,537275.0,2021-10-31,Female,Offered
406,1735,0,1,Mohawk Dark,128.0,537275.0,2021-10-31,Female,Offered
407,1738,0,1,Purple Lipstick,109.99,528867.0,2021-11-09,Female,Offered
408,1738,0,1,Blonde Bob,109.99,528867.0,2021-11-09,Female,Offered
409,1745,0,1,3D Glasses,420.69,2000000.0,2021-11-11,Male,Offered
410,1745,0,1,Do-rag,420.69,2000000.0,2021-11-11,Male,Offered
411,1750,0,1,Wild Blonde,500.0,1980000.0,2021-12-18,Female,Offered
412,1750,0,1,Eye Mask,500.0,1980000.0,2021-12-18,Female,Offered
413,1750,0,1,Purple Lipstick,500.0,1980000.0,2021-12-18,Female,Offered
414,1757,0,1,Nerd Glasses,225.0,750805.0,2021-10-04,Male,Offered
415,1757,0,1,Shaved Head,225.0,750805.0,2021-10-04,Male,Offered
416,1763,0,1,Regular Shades,170.0,711232.0,2021-10-21,Male,Offered
417,1763,0,1,Purple Hair,170.0,711232.0,2021-10-21,Male,Offered
418,1763,0,1,Muttonchops,170.0,711232.0,2021-10-21,Male,Offered
419,1782,0,1,Cowboy Hat,280.0,1290000.0,2021-11-14,Male,Offered
420,1782,0,1,Handlebars,280.0,1290000.0,2021-11-14,Male,Offered
421,1782,0,1,Earring,280.0,1290000.0,2021-11-14,Male,Offered
422,1803,0,1,Frumpy Hair,79.95,196150.0,2022-01-25,Female,Offered
423,1803,0,1,Nerd Glasses,79.95,196150.0,2022-01-25,Female,Offered
424,1803,0,1,Hot Lipstick,79.95,196150.0,2022-01-25,Female,Offered
425,1816,0,1,Cigarette,200.0,395336.0,2021-07-18,Female,Offered
426,1816,0,1,Blonde Short,200.0,395336.0,2021-07-18,Female,Offered
427,1817,0,1,Crazy Hair,98.14,233997.0,2022-01-23,Female,Offered
428,1817,0,1,Purple Lipstick,98.14,233997.0,2022-01-23,Female,Offered
429,1817,0,1,Earring,98.14,233997.0,2022-01-23,Female,Offered
430,1828,0,1,Blonde Bob,98.0,249344.0,2022-01-26,Female,Offered
431,1828,0,1,Earring,98.0,249344.0,2022-01-26,Female,Offered
432,1828,0,1,Black Lipstick,98.0,249344.0,2022-01-26,Female,Offered
433,1836,0,1,Cap Forward,120.0,483947.0,2021-12-16,Male,Offered
434,1836,0,1,Horned Rim Glasses,120.0,483947.0,2021-12-16,Male,Offered
435,1848,0,1,Clown Eyes Blue,170.0,551842.0,2021-08-28,Male,Offered
436,1848,0,1,Stringy Hair,170.0,551842.0,2021-08-28,Male,Offered
437,1849,0,1,Black Lipstick,140.0,437144.0,2022-01-18,Female,Offered
438,1849,0,1,Dark Hair,140.0,437144.0,2022-01-18,Female,Offered
439,1849,0,1,Green Eye Shadow,140.0,437144.0,2022-01-18,Female,Offered
440,1856,0,1,Mohawk Thin,146.0,463661.0,2021-08-29,Female,Offered
441,1856,0,1,Horned Rim Glasses,146.0,463661.0,2021-08-29,Female,Offered
442,1856,0,1,Earring,146.0,463661.0,2021-08-29,Female,Offered
443,1857,0,1,Straight Hair Dark,87.95,217484.0,2022-01-26,Female,Offered
444,1857,0,1,Eye Mask,87.95,217484.0,2022-01-26,Female,Offered
445,1857,0,1,Black Lipstick,87.95,217484.0,2022-01-26,Female,Offered
446,1858,0,1,Stringy Hair,250.0,811503.0,2021-08-28,Male,Offered
447,1858,0,1,Big Shades,250.0,811503.0,2021-08-28,Male,Offered
448,1859,0,1,Crazy Hair,81.94,199608.0,2022-01-26,Female,Offered
449,1859,0,1,Purple Eye Shadow,81.94,199608.0,2022-01-26,Female,Offered
450,1860,0,1,Wild White Hair,135.0,337244.0,2022-01-26,Female,Offered
451,1860,0,1,Purple Eye Shadow,135.0,337244.0,2022-01-26,Female,Offered
452,1872,0,1,Half Shaved,89.0,212479.0,2022-01-22,Female,Offered
453,1872,0,1,Regular Shades,89.0,212479.0,2022-01-22,Female,Offered
454,1875,0,1,Straight Hair Blonde,299.0,968613.0,2021-08-28,Female,Offered
455,1875,0,1,Hot Lipstick,299.0,968613.0,2021-08-28,Female,Offered
456,1878,0,1,Big Shades,600.0,1470000.0,2022-01-24,Male,Offered
457,1878,0,1,Hoodie,600.0,1470000.0,2022-01-24,Male,Offered
458,1878,0,1,Vape,600.0,1470000.0,2022-01-24,Male,Offered
459,1878,0,1,Earring,600.0,1470000.0,2022-01-24,Male,Offered
460,1884,0,1,Silver Chain,199.0,804268.0,2021-12-10,Male,Offered
461,1884,0,1,Chinstrap,199.0,804268.0,2021-12-10,Male,Offered
462,1884,0,1,Peak Spike,199.0,804268.0,2021-12-10,Male,Offered
463,1905,0,1,Frumpy Hair,225.0,1000000.0,2021-11-02,Male,Offered
464,1905,0,1,Horned Rim Glasses,225.0,1000000.0,2021-11-02,Male,Offered
465,1919,0,1,Frown,191.9,729339.0,2021-09-02,Male,Offered
466,1919,0,1,Peak Spike,191.9,729339.0,2021-09-02,Male,Offered
467,1921,0,1,Earring,400.0,1300000.0,2022-01-13,Male,Offered
468,1921,0,1,Cap,400.0,1300000.0,2022-01-13,Male,Offered
469,1921,0,1,Clown Eyes Green,400.0,1300000.0,2022-01-13,Male,Offered
470,1921,0,1,Mole,400.0,1300000.0,2022-01-13,Male,Offered
471,1941,0,1,Wild Hair,250.0,775585.0,2021-08-26,Male,Offered
472,1941,0,1,Earring,250.0,775585.0,2021-08-26,Male,Offered
473,1941,0,1,Luxurious Beard,250.0,775585.0,2021-08-26,Male,Offered
474,1943,0,1,Knitted Cap,122.97,415731.0,2021-10-03,Male,Offered
475,1943,0,1,Front Beard Dark,122.97,415731.0,2021-10-03,Male,Offered
476,1944,0,1,Wild Hair,138.88,561615.0,2021-10-24,Female,Offered
477,1944,0,1,Cigarette,138.88,561615.0,2021-10-24,Female,Offered
478,1946,0,1,Hoodie,320.0,1230000.0,2021-12-17,Male,Offered
479,1946,0,1,Eye Patch,320.0,1230000.0,2021-12-17,Male,Offered
480,1953,0,1,Purple Lipstick,150.0,545989.0,2021-10-08,Female,Offered
481,1958,0,1,Hot Lipstick,229.99,741605.0,2021-08-28,Female,Offered
482,1958,0,1,Blonde Short,229.99,741605.0,2021-08-28,Female,Offered
483,1967,0,1,Choker,390.0,1270000.0,2021-08-28,Female,Offered
484,1967,0,1,Wild Hair,390.0,1270000.0,2021-08-28,Female,Offered
485,1967,0,1,Black Lipstick,390.0,1270000.0,2021-08-28,Female,Offered
486,1979,0,1,Red Mohawk,155.0,377906.0,2022-01-23,Female,Offered
487,1979,0,1,Gold Chain,155.0,377906.0,2022-01-23,Female,Offered
488,1982,0,1,Hot Lipstick,420.0,1870000.0,2021-11-02,Female,Offered
489,1982,0,1,Straight Hair Dark,420.0,1870000.0,2021-11-02,Female,Offered
490,1982,0,1,Green Eye Shadow,420.0,1870000.0,2021-11-02,Female,Offered
491,1984,0,1,Earring,105.0,398227.0,2022-01-03,Female,Offered
492,1984,0,1,Black Lipstick,105.0,398227.0,2022-01-03,Female,Offered
493,1984,0,1,Cigarette,105.0,398227.0,2022-01-03,Female,Offered
494,1984,0,1,Straight Hair,105.0,398227.0,2022-01-03,Female,Offered
495,1993,0,1,Crazy Hair,199.99,487446.0,2022-01-25,Male,Offered
496,1993,0,1,Luxurious Beard,199.99,487446.0,2022-01-25,Male,Offered
497,2004,0,1,Handlebars,106.0,513484.0,2021-11-10,Male,Offered
498,2004,0,1,Frumpy Hair,106.0,513484.0,2021-11-10,Male,Offered
499,2004,0,1,Eye Patch,106.0,513484.0,2021-11-10,Male,Offered
500,2017,0,1,Messy Hair,0.0,0.0,2021-08-28,Female,Offered
501,2017,0,1,Mole,0.0,0.0,2021-08-28,Female,Offered
502,2028,0,1,Crazy Hair,88.5,217658.0,2022-01-25,Male,Offered
503,2028,0,1,Front Beard Dark,88.5,217658.0,2022-01-25,Male,Offered
504,2028,0,1,Earring,88.5,217658.0,2022-01-25,Male,Offered
505,2038,0,1,Mole,160.0,504173.0,2021-09-23,Male,Offered
506,2038,0,1,Cap Forward,160.0,504173.0,2021-09-23,Male,Offered
507,2038,0,1,Earring,160.0,504173.0,2021-09-23,Male,Offered
508,2053,0,1,Mohawk,95.0,439618.0,2021-11-14,Female,Offered
509,2053,0,1,Big Shades,95.0,439618.0,2021-11-14,Female,Offered
510,2061,0,1,Cap Forward,124.0,485030.0,2021-12-19,Male,Offered
511,2061,0,1,Normal Beard,124.0,485030.0,2021-12-19,Male,Offered
512,2071,1,1,Mohawk Thin,107.73,269775.0,2022-01-23,Male,Offered
513,2071,1,1,Horned Rim Glasses,107.73,269775.0,2022-01-23,Male,Offered
514,2080,0,1,Purple Hair,109.99,265425.0,2022-01-25,Male,Offered
515,2080,0,1,Vape,109.99,265425.0,2022-01-25,Male,Offered
516,2097,0,1,Smile,130.0,328832.0,2022-01-26,Male,Offered
517,2097,0,1,Luxurious Beard,130.0,328832.0,2022-01-26,Male,Offered
518,2097,0,1,Do-rag,130.0,328832.0,2022-01-26,Male,Offered
519,2097,0,1,Regular Shades,130.0,328832.0,2022-01-26,Male,Offered
520,2098,0,1,Mohawk Dark,210.0,883777.0,2021-10-25,Male,Offered
521,2098,0,1,Luxurious Beard,210.0,883777.0,2021-10-25,Male,Offered
522,2099,0,1,Handlebars,93.95,231794.0,2022-01-25,Male,Offered
523,2099,0,1,Headband,93.95,231794.0,2022-01-25,Male,Offered
524,2106,0,1,Mohawk Thin,0.0,0.0,2021-03-20,Male,Offered
525,2106,0,1,Classic Shades,0.0,0.0,2021-03-20,Male,Offered
526,2106,0,1,Normal Beard Black,0.0,0.0,2021-03-20,Male,Offered
527,2108,0,1,Do-rag,89.0,384552.0,2021-11-29,Male,Offered
528,2108,0,1,Classic Shades,89.0,384552.0,2021-11-29,Male,Offered
529,2110,0,1,Earring,0.0,0.0,2021-11-07,Female,Offered
530,2110,0,1,Pigtails,0.0,0.0,2021-11-07,Female,Offered
531,2110,0,1,3D Glasses,0.0,0.0,2021-11-07,Female,Offered
532,2111,0,1,Pipe,150.0,678834.0,2021-12-02,Male,Offered
533,2111,0,1,Messy Hair,150.0,678834.0,2021-12-02,Male,Offered
534,2111,0,1,Earring,150.0,678834.0,2021-12-02,Male,Offered
535,2121,0,1,Hot Lipstick,299.0,1130000.0,2021-12-17,Female,Offered
536,2121,0,1,Pigtails,299.0,1130000.0,2021-12-17,Female,Offered
537,2163,0,1,Smile,350.0,860023.0,2022-01-24,Male,Offered
538,2163,0,1,Headband,350.0,860023.0,2022-01-24,Male,Offered
539,2163,0,1,Big Shades,350.0,860023.0,2022-01-24,Male,Offered
540,2164,0,1,Earring,300.0,1200000.0,2021-12-17,Female,Offered
541,2164,0,1,Blonde Short,300.0,1200000.0,2021-12-17,Female,Offered
542,2164,0,1,Purple Eye Shadow,300.0,1200000.0,2021-12-17,Female,Offered
543,2179,0,1,Top Hat,320.0,1270000.0,2021-10-22,Male,Offered
544,2179,0,1,Regular Shades,320.0,1270000.0,2021-10-22,Male,Offered
545,2179,0,1,Earring,320.0,1270000.0,2021-10-22,Male,Offered
546,2180,1,1,Welding Goggles,333.0,1370000.0,2021-10-20,Female,Offered
547,2180,1,1,Wild White Hair,333.0,1370000.0,2021-10-20,Female,Offered
548,2180,1,1,Purple Lipstick,333.0,1370000.0,2021-10-20,Female,Offered
549,2191,0,1,Cigarette,199.6,705919.0,2021-09-17,Male,Offered
550,2191,0,1,Bandana,199.6,705919.0,2021-09-17,Male,Offered
551,2196,0,1,Mohawk Thin,240.0,1100000.0,2021-11-03,Female,Offered
552,2196,0,1,Hot Lipstick,240.0,1100000.0,2021-11-03,Female,Offered
553,2196,0,1,Choker,240.0,1100000.0,2021-11-03,Female,Offered
554,2202,0,1,Classic Shades,0.0,0.0,2021-08-06,Female,Offered
555,2202,0,1,Mole,0.0,0.0,2021-08-06,Female,Offered
556,2202,0,1,Hot Lipstick,0.0,0.0,2021-08-06,Female,Offered
557,2202,0,1,Earring,0.0,0.0,2021-08-06,Female,Offered
558,2202,0,1,Choker,0.0,0.0,2021-08-06,Female,Offered
559,2202,0,1,Straight Hair,0.0,0.0,2021-08-06,Female,Offered
560,2215,0,1,Cap,85.0,212339.0,2022-01-26,Male,Offered
561,2215,0,1,Eye Patch,85.0,212339.0,2022-01-26,Male,Offered
562,2215,0,1,Mole,85.0,212339.0,2022-01-26,Male,Offered
563,2229,1,1,Blonde Bob,165.0,679751.0,2021-11-27,Female,Offered
564,2229,1,1,Clown Eyes Green,165.0,679751.0,2021-11-27,Female,Offered
565,2229,1,1,Hot Lipstick,165.0,679751.0,2021-11-27,Female,Offered
566,2233,0,1,Goat,121.69,395645.0,2021-08-28,Male,Offered
567,2233,0,1,Stringy Hair,121.69,395645.0,2021-08-28,Male,Offered
568,2236,0,1,Earring,150.0,563106.0,2022-01-04,Male,Offered
569,2236,0,1,Wild Hair,150.0,563106.0,2022-01-04,Male,Offered
570,2236,0,1,Shadow Beard,150.0,563106.0,2022-01-04,Male,Offered
571,2236,0,1,Regular Shades,150.0,563106.0,2022-01-04,Male,Offered
572,2244,0,1,Nerd Glasses,235.0,1010000.0,2021-10-30,Female,Offered
573,2244,0,1,Pink With Hat,235.0,1010000.0,2021-10-30,Female,Offered
574,2276,0,1,Buck Teeth,0.0,0.0,2021-09-23,Male,Offered
575,2276,0,1,Small Shades,0.0,0.0,2021-09-23,Male,Offered
576,2276,0,1,Wild Hair,0.0,0.0,2021-09-23,Male,Offered
577,2276,0,1,Shadow Beard,0.0,0.0,2021-09-23,Male,Offered
578,2281,0,1,Mohawk,275.0,892347.0,2021-08-28,Female,Offered
579,2281,0,1,Hot Lipstick,275.0,892347.0,2021-08-28,Female,Offered
580,2281,0,1,Cigarette,275.0,892347.0,2021-08-28,Female,Offered
581,2281,0,1,Earring,275.0,892347.0,2021-08-28,Female,Offered
582,2281,0,1,Purple Eye Shadow,275.0,892347.0,2021-08-28,Female,Offered
583,2290,0,1,Luxurious Beard,125.0,307511.0,2022-01-26,Male,Offered
584,2290,0,1,Bandana,125.0,307511.0,2022-01-26,Male,Offered
585,2295,0,1,Gold Chain,0.0,0.0,2021-07-31,Male,Offered
586,2295,0,1,Luxurious Beard,0.0,0.0,2021-07-31,Male,Offered
587,2295,0,1,Shaved Head,0.0,0.0,2021-07-31,Male,Offered
588,2296,0,1,Goat,140.0,347056.0,2022-01-25,Male,Offered
589,2296,0,1,Cap,140.0,347056.0,2022-01-25,Male,Offered
590,2296,0,1,Horned Rim Glasses,140.0,347056.0,2022-01-25,Male,Offered
591,2298,0,1,Headband,150.0,706507.0,2021-11-10,Male,Offered
592,2298,0,1,Shadow Beard,150.0,706507.0,2021-11-10,Male,Offered
593,2301,0,1,Eye Patch,888.0,3420000.0,2021-10-20,Male,Offered
594,2301,0,1,Hoodie,888.0,3420000.0,2021-10-20,Male,Offered
595,2301,0,1,Front Beard Dark,888.0,3420000.0,2021-10-20,Male,Offered
596,2308,0,1,Frown,315.0,1200000.0,2021-12-14,Male,Offered
597,2308,0,1,Wild Hair,315.0,1200000.0,2021-12-14,Male,Offered
598,2310,0,1,Big Shades,600.0,1950000.0,2021-08-28,Male,Offered
599,2310,0,1,Hoodie,600.0,1950000.0,2021-08-28,Male,Offered
600,2310,0,1,Chinstrap,600.0,1950000.0,2021-08-28,Male,Offered
601,2321,0,1,Half Shaved,248.51,806460.0,2021-08-29,Female,Offered
602,2321,0,1,Clown Eyes Green,248.51,806460.0,2021-08-29,Female,Offered
603,2326,0,1,Clown Hair Green,194.69,628247.0,2021-08-28,Male,Offered
604,2326,0,1,Horned Rim Glasses,194.69,628247.0,2021-08-28,Male,Offered
605,2327,0,1,Earring,299.0,938065.0,2021-08-26,Male,Offered
606,2327,0,1,Fedora,299.0,938065.0,2021-08-26,Male,Offered
607,2327,0,1,Mustache,299.0,938065.0,2021-08-26,Male,Offered
608,2327,0,1,Eye Mask,299.0,938065.0,2021-08-26,Male,Offered
609,2343,0,1,Earring,90.0,369788.0,2021-12-26,Male,Offered
610,2343,0,1,Normal Beard Black,90.0,369788.0,2021-12-26,Male,Offered
611,2343,0,1,Mohawk Thin,90.0,369788.0,2021-12-26,Male,Offered
612,2343,0,1,Classic Shades,90.0,369788.0,2021-12-26,Male,Offered
613,2345,0,1,Do-rag,0.0,0.0,2021-05-08,Male,Offered
614,2345,0,1,Big Shades,0.0,0.0,2021-05-08,Male,Offered
615,2351,0,1,Mohawk Dark,132.88,426827.0,2021-10-01,Female,Offered
616,2351,0,1,Eye Mask,132.88,426827.0,2021-10-01,Female,Offered
617,2367,0,1,Cap,215.0,815418.0,2022-01-03,Male,Offered
618,2373,0,1,Police Cap,180.0,589419.0,2021-08-29,Male,Offered
619,2373,0,1,Muttonchops,180.0,589419.0,2021-08-29,Male,Offered
620,2379,0,1,Frown,83.95,269781.0,2021-08-26,Male,Offered
621,2379,0,1,Do-rag,83.95,269781.0,2021-08-26,Male,Offered
622,2381,0,1,Cigarette,200.0,941728.0,2021-11-11,Female,Offered
623,2381,0,1,Wild White Hair,200.0,941728.0,2021-11-11,Female,Offered
624,2393,0,1,Black Lipstick,120.0,296065.0,2022-01-25,Female,Offered
625,2393,0,1,Red Mohawk,120.0,296065.0,2022-01-25,Female,Offered
626,2396,0,1,Mohawk Dark,200.0,589536.0,2021-05-02,Female,Offered
627,2403,0,1,Headband,150.0,706507.0,2021-11-10,Female,Offered
628,2403,0,1,Black Lipstick,150.0,706507.0,2021-11-10,Female,Offered
629,2406,0,1,Silver Chain,195.99,660569.0,2021-09-14,Male,Offered
630,2406,0,1,Luxurious Beard,195.99,660569.0,2021-09-14,Male,Offered
631,2408,0,1,Eye Patch,214.0,708366.0,2021-10-02,Male,Offered
632,2408,0,1,Cigarette,214.0,708366.0,2021-10-02,Male,Offered
633,2408,0,1,Cap,214.0,708366.0,2021-10-02,Male,Offered
634,2411,0,1,Straight Hair Blonde,124.99,600992.0,2021-11-09,Female,Offered
635,2411,0,1,Hot Lipstick,124.99,600992.0,2021-11-09,Female,Offered
636,2414,0,1,Earring,199.99,649194.0,2021-08-28,Male,Offered
637,2418,0,1,Messy Hair,146.0,472021.0,2022-01-08,Female,Offered
638,2418,0,1,3D Glasses,146.0,472021.0,2022-01-08,Female,Offered
639,2420,0,1,Shadow Beard,179.0,614140.0,2021-10-05,Male,Offered
640,2420,0,1,Earring,179.0,614140.0,2021-10-05,Male,Offered
641,2420,0,1,Police Cap,179.0,614140.0,2021-10-05,Male,Offered
642,2427,0,1,Messy Hair,150.0,673931.0,2021-11-05,Male,Offered
643,2427,0,1,Mole,150.0,673931.0,2021-11-05,Male,Offered
644,2429,0,1,Straight Hair Dark,300.0,1190000.0,2021-12-18,Female,Offered
645,2429,0,1,Green Eye Shadow,300.0,1190000.0,2021-12-18,Female,Offered
646,2429,0,1,Hot Lipstick,300.0,1190000.0,2021-12-18,Female,Offered
647,2438,0,1,Luxurious Beard,185.1,608835.0,2021-10-02,Male,Offered
648,2438,0,1,Cap,185.1,608835.0,2021-10-02,Male,Offered
649,2440,0,1,Clown Nose,123.99,403122.0,2021-08-28,Male,Offered
650,2440,0,1,Stringy Hair,123.99,403122.0,2021-08-28,Male,Offered
651,2450,0,1,Medical Mask,171.0,551802.0,2021-08-28,Male,Offered
652,2450,0,1,Luxurious Beard,171.0,551802.0,2021-08-28,Male,Offered
653,2450,0,1,Mohawk Thin,171.0,551802.0,2021-08-28,Male,Offered
654,2450,0,1,Eye Patch,171.0,551802.0,2021-08-28,Male,Offered
655,2458,0,1,Knitted Cap,0.0,0.0,2021-08-31,Male,Offered
656,2458,0,1,Shadow Beard,0.0,0.0,2021-08-31,Male,Offered
657,2461,0,1,Crazy Hair,172.0,774026.0,2021-11-25,Female,Offered
658,2461,0,1,Clown Eyes Blue,172.0,774026.0,2021-11-25,Female,Offered
659,2461,0,1,Earring,172.0,774026.0,2021-11-25,Female,Offered
660,2468,0,1,Muttonchops,0.0,0.0,2021-06-04,Male,Offered
661,2468,0,1,VR,0.0,0.0,2021-06-04,Male,Offered
662,2468,0,1,Knitted Cap,0.0,0.0,2021-06-04,Male,Offered
663,2473,0,1,Luxurious Beard,450.0,1940000.0,2021-12-08,Male,Offered
664,2473,0,1,Knitted Cap,450.0,1940000.0,2021-12-08,Male,Offered
665,2479,0,1,Top Hat,495.0,1600000.0,2021-08-16,Male,Offered
666,2502,0,1,Pigtails,888.0,3050000.0,2021-10-05,Female,Offered
667,2502,0,1,Regular Shades,888.0,3050000.0,2021-10-05,Female,Offered
668,2502,0,1,Earring,888.0,3050000.0,2021-10-05,Female,Offered
669,2509,0,1,Top Hat,420.0,1200000.0,2021-08-06,Male,Offered
670,2509,0,1,Front Beard Dark,420.0,1200000.0,2021-08-06,Male,Offered
671,2515,0,1,Purple Lipstick,330.0,1060000.0,2021-08-26,Female,Offered
672,2515,0,1,Orange Side,330.0,1060000.0,2021-08-26,Female,Offered
673,2515,0,1,Earring,330.0,1060000.0,2021-08-26,Female,Offered
674,2520,0,1,Front Beard,139.9,435544.0,2022-01-11,Male,Offered
675,2520,0,1,Bandana,139.9,435544.0,2022-01-11,Male,Offered
676,2520,0,1,Horned Rim Glasses,139.9,435544.0,2022-01-11,Male,Offered
677,2525,0,1,Cigarette,125.25,541151.0,2021-11-29,Female,Offered
678,2525,0,1,Earring,125.25,541151.0,2021-11-29,Female,Offered
679,2525,0,1,Tassle Hat,125.25,541151.0,2021-11-29,Female,Offered
680,2525,0,1,Black Lipstick,125.25,541151.0,2021-11-29,Female,Offered
681,2544,0,1,Regular Shades,300.0,955506.0,2021-08-30,Female,Offered
682,2544,0,1,Tassle Hat,300.0,955506.0,2021-08-30,Female,Offered
683,2550,0,1,Hoodie,300.0,1200000.0,2021-12-11,Male,Offered
684,2550,0,1,Goat,300.0,1200000.0,2021-12-11,Male,Offered
685,2555,0,1,Wild Hair,248.88,1030000.0,2021-10-22,Female,Offered
686,2555,0,1,VR,248.88,1030000.0,2021-10-22,Female,Offered
687,2564,0,1,Bandana,140.0,505308.0,2021-09-16,Male,Offered
688,2564,0,1,Front Beard,140.0,505308.0,2021-09-16,Male,Offered
689,2565,0,1,Mohawk Thin,148.0,698593.0,2021-11-08,Male,Offered
690,2565,0,1,Shadow Beard,148.0,698593.0,2021-11-08,Male,Offered
691,2565,0,1,Regular Shades,148.0,698593.0,2021-11-08,Male,Offered
692,2578,0,1,Earring,129.99,616224.0,2021-11-11,Female,Offered
693,2585,0,1,Big Beard,650.0,3060000.0,2021-11-08,Male,Offered
694,2585,0,1,Headband,650.0,3060000.0,2021-11-08,Male,Offered
695,2585,0,1,Cigarette,650.0,3060000.0,2021-11-08,Male,Offered
696,2609,0,1,Knitted Cap,109.95,270487.0,2022-01-26,Male,Offered
697,2609,0,1,Regular Shades,109.95,270487.0,2022-01-26,Male,Offered
698,2609,0,1,Normal Beard,109.95,270487.0,2022-01-26,Male,Offered
699,2614,0,1,Police Cap,114.99,524208.0,2021-11-14,Male,Offered
700,2614,0,1,Luxurious Beard,114.99,524208.0,2021-11-14,Male,Offered
701,2614,0,1,Clown Eyes Blue,114.99,524208.0,2021-11-14,Male,Offered
702,2619,0,1,Front Beard Dark,269.0,1110000.0,2021-10-22,Male,Offered
703,2619,0,1,Knitted Cap,269.0,1110000.0,2021-10-22,Male,Offered
704,2619,0,1,Horned Rim Glasses,269.0,1110000.0,2021-10-22,Male,Offered
705,2619,0,1,Cigarette,269.0,1110000.0,2021-10-22,Male,Offered
706,2619,0,1,Earring,269.0,1110000.0,2021-10-22,Male,Offered
707,2631,0,1,Horned Rim Glasses,0.0,0.0,2021-04-15,Male,Offered
708,2631,0,1,Silver Chain,0.0,0.0,2021-04-15,Male,Offered
709,2631,0,1,Police Cap,0.0,0.0,2021-04-15,Male,Offered
710,2636,0,1,Smile,150.0,659390.0,2021-12-07,Male,Offered
711,2636,0,1,Do-rag,150.0,659390.0,2021-12-07,Male,Offered
712,2637,0,1,Purple Hair,127.95,310222.0,2022-01-25,Male,Offered
713,2637,0,1,Normal Beard Black,127.95,310222.0,2022-01-25,Male,Offered
714,2639,0,1,Bandana,263.9,902897.0,2021-09-07,Male,Offered
715,2639,0,1,Classic Shades,263.9,902897.0,2021-09-07,Male,Offered
716,2639,0,1,Shadow Beard,263.9,902897.0,2021-09-07,Male,Offered
717,2639,0,1,Frown,263.9,902897.0,2021-09-07,Male,Offered
718,2639,0,1,Pipe,263.9,902897.0,2021-09-07,Male,Offered
719,2653,0,1,Horned Rim Glasses,100.0,437932.0,2021-12-09,Male,Offered
