,amount,amount_dols,date,id_cryptopunk,tipo,tr_type
2,25.0,2822.0,2018-11-30,0,Female,Sold
5,60.0,36305.0,2020-11-30,1,Male,Sold
8,2.5,234.0,2018-12-07,14,Female,Sold
9,0.51,105.0,2017-07-10,33,Male,Sold
12,129.99,432676.0,2021-08-23,53,Female,Sold
15,19.99,6898.0,2020-09-06,89,Female,Sold
17,2.4,456.0,2017-07-17,116,Female,Sold
19,20.45,69259.0,2021-05-04,118,Female,Sold
22,17.0,41859.0,2021-06-10,124,Male,Sold
28,57.99,194425.0,2021-08-23,138,Male,Sold
32,87.9,275193.0,2021-08-27,139,Male,Sold
34,39.5,86752.0,2021-07-27,141,Male,Sold
37,180.0,418676.0,2021-07-04,143,Male,Sold
39,138.99,457370.0,2021-10-02,150,Female,Sold
42,25.0,32621.0,2021-01-31,155,Male,Sold
45,53.0,127403.0,2021-04-21,160,Female,Sold
49,77.0,240179.0,2021-08-27,161,Female,Sold
50,25.0,29367.0,2021-01-06,168,Female,Sold
54,56.0,137731.0,2021-07-31,169,Female,Sold
56,99.9,333842.0,2021-08-23,173,Female,Sold
57,21.5,42233.0,2021-07-15,186,Male,Sold
58,16.0,26201.0,2021-02-05,195,Female,Sold
64,0.0,0.0,2022-01-22,197,Male,Sold
68,128.88,436925.0,2021-10-05,203,Male,Sold
70,104.8,405112.0,2021-10-20,211,Male,Sold
72,124.95,436252.0,2021-10-12,229,Male,Sold
76,23.95,57982.0,2021-07-30,239,Male,Sold
82,44.0,101034.0,2021-07-28,240,Female,Sold
83,5.0,719.0,2020-01-08,241,Female,Sold
84,0.95,229.0,2017-07-07,249,Female,Sold
87,70.0,279717.0,2021-12-10,252,Male,Sold
90,34.0,83130.0,2021-07-31,258,Male,Sold
95,143.0,483447.0,2021-10-03,259,Male,Sold
100,175.0,484538.0,2021-08-06,260,Male,Sold
101,107.0,344382.0,2021-08-25,263,Male,Sold
102,8.7,11417.0,2021-01-27,264,Female,Sold
107,265.0,1030000.0,2021-10-19,273,Male,Sold
109,0.25,188.0,2017-12-26,280,Male,Sold
110,1.1,304.0,2017-07-03,281,Male,Sold
112,27.49,48775.0,2021-03-12,283,Female,Sold
114,31.99,61118.0,2021-03-13,285,Female,Sold
116,55.5,162057.0,2021-08-06,286,Male,Sold
120,22.0,32377.0,2021-03-05,287,Female,Sold
122,29.0,70905.0,2021-07-31,291,Male,Sold
126,12.0,17182.0,2021-01-25,294,Male,Sold
127,12.77,47846.0,2021-05-13,299,Male,Sold
128,69.69,262390.0,2022-01-01,300,Male,Sold
129,46.5,151271.0,2021-08-11,307,Male,Sold
131,73.5,291644.0,2021-12-06,308,Male,Sold
133,148.0,459917.0,2021-09-27,312,Male,Sold
135,27.5,56756.0,2021-04-08,318,Female,Sold
137,16.0,21298.0,2021-01-19,322,Female,Sold
140,52.0,172428.0,2021-08-14,328,Male,Sold
143,24.9,37680.0,2021-02-27,329,Female,Sold
145,15.25,41213.0,2021-05-26,332,Male,Sold
148,88.0,370162.0,2021-12-05,335,Male,Sold
149,26.99,70861.0,2021-05-19,338,Male,Sold
154,239.0,775701.0,2021-08-28,339,Female,Sold
158,140.0,523600.0,2021-12-30,340,Male,Sold
160,125.0,405701.0,2021-08-28,341,Female,Sold
163,119.9,389211.0,2021-08-28,342,Female,Sold
164,15.0,3004.0,2020-05-14,344,Male,Sold
165,0.47,90.0,2017-07-11,346,Male,Sold
168,57.69,236713.0,2021-12-24,349,Male,Sold
170,27.99,68910.0,2021-07-31,352,Female,Sold
176,100.0,324064.0,2021-08-27,353,Female,Sold
177,360.0,1520000.0,2021-10-26,364,Male,Sold
180,39.89,107304.0,2021-08-05,365,Male,Sold
186,70.0,234630.0,2021-08-23,368,Female,Sold
189,29.9,72756.0,2021-05-24,376,Female,Sold
192,40.0,99468.0,2021-08-03,381,Female,Sold
194,130.0,495197.0,2021-05-08,382,Female,Sold
195,39.7,105043.0,2021-04-27,383,Female,Sold
197,48.2,87099.0,2021-03-16,384,Female,Sold
201,96.96,303294.0,2022-01-20,385,Female,Sold
203,140.0,516505.0,2021-12-31,387,Male,Sold
205,114.9,506133.0,2021-11-06,399,Male,Sold
206,0.95,229.0,2017-07-07,404,Female,Sold
211,315.0,1020000.0,2021-08-28,406,Male,Sold
213,90.0,200556.0,2021-04-24,407,Female,Sold
214,27.0,62862.0,2021-04-25,410,Male,Sold
215,24.99,46360.0,2021-02-22,411,Female,Sold
216,65.0,116217.0,2021-03-22,416,Male,Sold
217,105.0,261892.0,2022-01-25,418,Female,Sold
219,115.0,366880.0,2021-08-27,422,Female,Sold
221,107.5,318572.0,2021-09-30,423,Male,Sold
225,19.95,41001.0,2021-04-03,426,Male,Sold
227,34.4,88956.0,2021-08-02,430,Female,Sold
228,26.99,47886.0,2021-02-23,431,Female,Sold
229,145.0,466768.0,2021-08-29,432,Male,Sold
233,50.0,138119.0,2021-08-06,435,Male,Sold
245,0.0,0.0,2022-01-17,441,Male,Sold
248,145.0,551323.0,2022-01-02,445,Female,Sold
250,24.99,48554.0,2021-02-21,446,Female,Sold
254,30.0,73766.0,2021-07-31,447,Male,Sold
262,36.95,91933.0,2021-08-04,449,Female,Sold
263,70.0,169793.0,2021-04-15,453,Male,Sold
265,112.0,342578.0,2022-01-20,457,Male,Sold
266,2.5,351.0,2019-03-27,460,Female,Sold
267,14.0,18438.0,2021-01-27,465,Male,Sold
269,17.9,31841.0,2021-03-11,470,Male,Sold
270,14.99,28726.0,2021-02-18,471,Female,Sold
272,29.99,68767.0,2021-07-29,473,Female,Sold
273,135.0,451532.0,2021-08-23,480,Male,Sold
281,81.5,254267.0,2021-08-27,483,Male,Sold
282,16.0,20380.0,2021-01-28,485,Male,Sold
286,40.0,82555.0,2021-04-08,486,Female,Sold
288,24.99,44337.0,2021-02-23,488,Female,Sold
294,73.5,301063.0,2021-12-24,489,Male,Sold
296,102.5,427837.0,2021-12-05,490,Female,Sold
301,110.0,312947.0,2021-09-28,494,Male,Sold
302,90.0,216158.0,2022-01-23,496,Male,Sold
306,22.99,52563.0,2021-07-29,497,Male,Sold
308,125.0,305549.0,2021-07-31,501,Female,Sold
310,94.5,324616.0,2021-09-10,503,Male,Sold
311,0.65,173.0,2017-07-06,504,Female,Sold
313,51.0,160296.0,2021-08-19,505,Male,Sold
318,31.0,73659.0,2021-04-14,506,Male,Sold
319,27.99,48154.0,2021-02-23,507,Female,Sold
323,23.0,48442.0,2021-04-12,509,Female,Sold
325,21.55,2937.0,2020-01-09,510,Male,Sold
329,159.99,397658.0,2021-08-04,512,Male,Sold
330,0.6,115.0,2017-07-28,516,Male,Sold
331,28.0,47525.0,2021-03-27,518,Male,Sold
334,35.0,62898.0,2021-03-16,522,Female,Sold
335,30.0,71472.0,2021-04-21,526,Male,Sold
336,22.0,45592.0,2021-07-23,531,Male,Sold
340,104.95,439657.0,2021-12-06,534,Female,Sold
341,18.0,33057.0,2021-03-30,535,Male,Sold
342,167.0,554315.0,2021-08-23,536,Male,Sold
343,120.0,391166.0,2021-08-27,537,Female,Sold
345,25.0,51899.0,2021-04-09,538,Female,Sold
347,5.5,1994.0,2020-09-13,544,Male,Sold
348,20.24,38961.0,2021-02-21,547,Female,Sold
358,0.0,0.0,2022-01-25,548,Female,Sold
359,0.75,154.0,2017-07-10,549,Male,Sold
361,74.99,183351.0,2021-07-31,550,Male,Sold
364,49.88,156775.0,2021-08-19,551,Male,Sold
365,59.0,139186.0,2021-04-14,553,Female,Sold
366,71.45,266633.0,2022-01-02,555,Male,Sold
369,500.0,2380000.0,2021-11-08,561,Male,Sold
371,95.0,300693.0,2021-08-11,563,Female,Sold
374,72.99,271626.0,2021-12-29,564,Male,Sold
375,39.0,84435.0,2021-04-13,568,Male,Sold
377,64.99,217895.0,2021-08-23,570,Male,Sold
380,288.88,987993.0,2021-10-04,573,Female,Sold
381,28.8,64202.0,2021-04-24,577,Male,Sold
383,25.5,61243.0,2021-04-16,578,Male,Sold
384,23.0,43730.0,2021-07-16,583,Male,Sold
390,63.99,214279.0,2021-08-23,586,Female,Sold
392,75.0,141498.0,2021-07-17,588,Female,Sold
393,16.99,33331.0,2021-02-21,589,Female,Sold
395,21.0,37224.0,2021-03-13,591,Male,Sold
397,70.0,127019.0,2021-03-08,593,Female,Sold
400,77.77,312849.0,2021-12-10,596,Female,Sold
401,19.99,36195.0,2021-03-30,599,Male,Sold
403,8.0,10499.0,2021-01-27,604,Female,Sold
404,50.0,96553.0,2021-02-21,605,Male,Sold
405,18.0,39885.0,2021-07-04,607,Male,Sold
409,200.0,651598.0,2021-08-29,608,Male,Sold
415,220.0,693330.0,2021-09-23,610,Male,Sold
419,79.0,253746.0,2021-08-25,613,Male,Sold
420,29.99,54791.0,2021-03-20,615,Male,Sold
426,100.0,282605.0,2021-08-05,616,Female,Sold
428,59.9,146266.0,2021-07-30,617,Male,Sold
434,97.25,381146.0,2021-09-04,618,Female,Sold
440,47.0,142061.0,2021-08-12,620,Female,Sold
441,130.0,580362.0,2021-11-25,621,Male,Sold
445,119.9,389825.0,2021-08-28,622,Male,Sold
449,130.0,342878.0,2021-04-27,627,Male,Sold
453,109.88,320828.0,2021-09-24,628,Female,Sold
455,50.0,158687.0,2021-08-09,632,Male,Sold
460,69.99,265826.0,2022-01-03,636,Male,Sold
464,180.0,442674.0,2021-07-31,638,Male,Sold
475,148.0,477756.0,2021-08-28,639,Male,Sold
476,0.55,157.0,2017-06-27,641,Female,Sold
482,168.0,639475.0,2021-12-31,642,Female,Sold
486,99.0,320355.0,2021-08-27,643,Male,Sold
489,80.0,199522.0,2021-08-04,648,Male,Sold
491,149.99,514826.0,2021-08-31,650,Male,Sold
495,100.0,378319.0,2021-09-02,660,Female,Sold
499,87.0,374893.0,2021-11-21,661,Male,Sold
500,6.0,1239.0,2020-05-27,665,Male,Sold
501,23.99,41879.0,2021-03-12,668,Female,Sold
505,0.0,0.0,2021-07-30,669,Female,Sold
506,14.99,30004.0,2021-02-20,675,Female,Sold
508,19.5,36039.0,2021-03-14,678,Male,Sold
510,0.0,0.0,2021-07-30,680,Male,Sold
514,23.99,43965.0,2021-03-20,682,Female,Sold
515,159.0,600918.0,2021-12-14,684,Female,Sold
516,26.0,46188.0,2021-03-16,685,Male,Sold
519,105.0,322124.0,2021-08-19,686,Male,Sold
520,0.29,74.0,2017-09-16,688,Female,Sold
522,65.69,254015.0,2021-12-15,690,Male,Sold
523,75.0,182659.0,2022-01-25,695,Female,Sold
526,220.0,716672.0,2021-08-20,698,Male,Sold
527,74.87,182343.0,2022-01-25,700,Male,Sold
536,88.88,278080.0,2021-08-27,702,Male,Sold
538,107.0,334249.0,2021-08-26,703,Male,Sold
544,90.5,220580.0,2022-01-25,704,Male,Sold
545,5.0,633.0,2020-01-03,706,Female,Sold
546,160.0,547901.0,2021-10-03,707,Female,Sold
552,127.0,410055.0,2021-08-28,709,Male,Sold
555,120.0,446144.0,2021-09-01,713,Male,Sold
558,0.0,0.0,2021-08-02,715,Male,Sold
560,129.99,550115.0,2021-11-17,716,Male,Sold
566,21.2,37801.0,2021-07-21,717,Female,Sold
568,83.99,205738.0,2022-01-26,718,Male,Sold
569,2.25,325.0,2019-03-29,719,Female,Sold
570,40.0,61762.0,2021-03-01,721,Female,Sold
573,25.0,61047.0,2021-07-30,729,Female,Sold
575,24.5,70936.0,2021-05-02,730,Male,Sold
577,134.99,451104.0,2021-08-23,735,Male,Sold
579,89.99,414668.0,2021-11-14,740,Male,Sold
580,1.5,404.0,2017-07-04,741,Male,Sold
581,0.25,340.0,2018-01-14,742,Male,Sold
586,0.0,0.0,2021-07-30,743,Male,Sold
587,69.0,136189.0,2021-02-19,744,Female,Sold
589,45.0,127172.0,2021-08-05,749,Female,Sold
594,113.0,334838.0,2021-09-24,750,Male,Sold
598,140.0,441811.0,2021-09-23,751,Male,Sold
599,84.77,210142.0,2022-01-25,753,Female,Sold
600,1.4,415.0,2017-08-13,755,Female,Sold
605,41.99,126583.0,2021-08-18,759,Female,Sold
606,70.0,154729.0,2021-04-13,762,Male,Sold
607,32.0,64183.0,2021-02-20,765,Male,Sold
614,84.0,288646.0,2022-01-06,769,Male,Sold
615,24.0,42653.0,2021-02-17,772,Male,Sold
620,68.0,215958.0,2021-08-11,773,Female,Sold
622,84.0,265611.0,2021-08-27,774,Male,Sold
624,18.99,13746.0,2020-12-30,777,Male,Sold
628,99.98,277165.0,2021-08-06,782,Female,Sold
631,150.0,396240.0,2021-08-05,784,Male,Sold
636,90.95,376062.0,2021-12-09,793,Male,Sold
639,140.0,450673.0,2021-08-29,794,Male,Sold
644,57.5,192783.0,2021-08-23,797,Male,Sold
646,137.95,652011.0,2021-11-15,800,Male,Sold
647,19.5,46457.0,2021-04-21,801,Male,Sold
651,29.95,69196.0,2021-07-28,803,Male,Sold
654,25.8,51540.0,2021-07-14,807,Male,Sold
655,311.0,1480000.0,2021-11-09,810,Male,Sold
657,20.0,33436.0,2021-03-24,812,Male,Sold
659,129.99,434395.0,2021-08-23,814,Male,Sold
662,90.0,287123.0,2021-08-27,817,Male,Sold
663,145.0,469207.0,2021-08-27,818,Female,Sold
665,14.0,26041.0,2021-02-13,819,Male,Sold
670,14.95,32024.0,2021-06-20,820,Male,Sold
673,200.0,574950.0,2021-05-01,824,Male,Sold
676,38.99,61707.0,2021-03-04,825,Female,Sold
679,140.0,344302.0,2021-07-31,827,Male,Sold
682,67.0,252172.0,2022-01-03,836,Male,Sold
684,3.0,759.0,2017-08-05,838,Female,Sold
687,19.98,32876.0,2021-03-26,839,Female,Sold
688,25.0,50039.0,2021-02-20,842,Male,Sold
692,102.99,232613.0,2021-05-29,843,Female,Sold
694,37.51,98358.0,2021-08-01,845,Female,Sold
695,5.4,6968.0,2021-01-27,846,Male,Sold
696,32.5,56734.0,2021-03-12,848,Male,Sold
697,6.5,8367.0,2021-01-26,850,Male,Sold
702,46.0,138671.0,2021-08-18,852,Male,Sold
704,15.5,52863.0,2021-05-17,853,Male,Sold
706,21.9,38666.0,2021-03-19,854,Male,Sold
710,99.9,410690.0,2021-10-20,855,Female,Sold
712,115.0,344553.0,2021-09-26,857,Female,Sold
717,136.0,451293.0,2021-10-01,861,Female,Sold
719,69.99,183526.0,2021-08-01,862,Male,Sold
720,102.97,468567.0,2021-11-07,867,Female,Sold
721,17.49,33982.0,2021-02-21,874,Female,Sold
723,2.6,598.0,2020-07-02,875,Female,Sold
726,230.0,602651.0,2021-08-04,877,Male,Sold
727,31.5,72780.0,2021-04-20,879,Male,Sold
730,67.0,224575.0,2021-08-23,880,Male,Sold
732,160.0,407022.0,2021-08-03,883,Female,Sold
737,41.99,117084.0,2021-08-05,886,Female,Sold
740,199.99,665673.0,2021-08-23,891,Male,Sold
742,75.0,182863.0,2022-01-25,898,Female,Sold
744,89.69,422812.0,2021-11-10,900,Male,Sold
748,64.0,262604.0,2021-12-24,906,Male,Sold
753,68.98,230989.0,2021-08-23,907,Female,Sold
755,20.5,39112.0,2021-06-22,914,Female,Sold
757,130.0,379593.0,2021-08-06,915,Male,Sold
759,58.0,137058.0,2021-07-26,916,Female,Sold
760,40.0,78153.0,2021-02-21,918,Male,Sold
761,5.0,1824.0,2020-09-28,919,Male,Sold
766,177.0,708329.0,2021-12-22,920,Male,Sold
767,29.99,56233.0,2021-02-22,921,Female,Sold
771,84.9,268456.0,2021-08-27,923,Male,Sold
774,269.69,663133.0,2021-07-31,924,Male,Sold
776,21.99,45517.0,2021-04-10,926,Male,Sold
778,77.95,193970.0,2022-01-26,927,Female,Sold
780,3.0,759.0,2017-08-05,931,Female,Sold
782,80.0,186394.0,2021-07-06,939,Male,Sold
783,50.0,156295.0,2021-08-10,940,Male,Sold
785,67.0,142824.0,2021-07-10,943,Male,Sold
786,0.05,14.0,2017-06-25,944,Female,Sold
787,75.0,134054.0,2021-03-15,945,Male,Sold
789,110.0,274504.0,2021-08-03,948,Female,Sold
790,2.0,269.0,2019-03-26,949,Female,Sold
792,0.3,68.0,2019-07-21,950,Male,Sold
796,69.69,231319.0,2021-08-23,952,Female,Sold
797,15.0,5695.0,2020-10-13,959,Male,Sold
798,4.0,1498.0,2020-09-15,960,Female,Sold
799,77.77,292124.0,2022-01-01,962,Male,Sold
802,5.5,3365.0,2020-12-25,965,Male,Sold
803,125.0,411954.0,2021-10-01,974,Female,Sold
806,22.99,48874.0,2021-04-12,981,Male,Sold
807,43.9,106383.0,2021-04-21,982,Female,Sold
809,64.0,167276.0,2022-01-21,983,Female,Sold
814,98.0,402110.0,2021-12-24,985,Female,Sold
815,101.0,419134.0,2021-11-17,988,Female,Sold
816,140.0,454397.0,2021-08-28,990,Female,Sold
819,100.0,321852.0,2021-08-25,991,Female,Sold
821,36.0,87998.0,2021-07-31,992,Female,Sold
823,24.5,43895.0,2021-03-17,993,Male,Sold
824,11.0,18960.0,2021-02-08,994,Female,Sold
829,3.5,726.0,2020-05-17,998,Male,Sold
833,175.0,565037.0,2021-08-28,1001,Male,Sold
834,19.95,35785.0,2021-02-11,1002,Male,Sold
836,22.0,40457.0,2021-03-09,1003,Male,Sold
837,142.0,462635.0,2021-08-29,1004,Female,Sold
839,42.0,76259.0,2021-03-19,1005,Male,Sold
842,25.75,47785.0,2021-06-25,1006,Male,Sold
844,72.5,267107.0,2021-12-15,1007,Male,Sold
847,140.0,476756.0,2021-09-15,1009,Male,Sold
849,50.0,173045.0,2021-05-07,1010,Female,Sold
855,123.85,399653.0,2021-08-28,1011,Female,Sold
856,0.29,70.0,2017-07-07,1012,Male,Sold
859,149.0,505420.0,2021-10-04,1013,Male,Sold
861,100.0,335186.0,2021-08-23,1014,Male,Sold
864,19.22,71990.0,2021-05-13,1015,Female,Sold
867,289.99,941194.0,2021-08-28,1027,Male,Sold
871,73.0,176262.0,2022-01-25,1029,Male,Sold
877,24.0,84838.0,2021-05-08,1030,Male,Sold
878,17.0,34063.0,2021-04-02,1032,Female,Sold
879,8.25,14765.0,2021-02-11,1035,Female,Sold
881,1.0,202.0,2020-05-22,1036,Male,Sold
883,27.0,63252.0,2021-04-14,1041,Female,Sold
884,36.0,85312.0,2021-04-14,1042,Female,Sold
886,108.88,429121.0,2021-09-06,1043,Female,Sold
888,27.7,49974.0,2021-03-11,1044,Male,Sold
889,0.45,94.0,2019-09-17,1045,Male,Sold
890,0.34,102.0,2017-06-24,1050,Female,Sold
892,0.44,59.0,2020-01-04,1052,Female,Sold
896,23.0,55679.0,2021-07-30,1054,Male,Sold
898,0.99,139.0,2019-03-20,1060,Male,Sold
899,0.18,50.0,2017-07-03,1061,Male,Sold
901,76.0,312175.0,2021-12-24,1062,Male,Sold
903,33.0,58730.0,2021-03-18,1068,Male,Sold
904,0.12,34.0,2017-07-03,1069,Male,Sold
908,0.0,0.0,2021-08-02,1071,Female,Sold
916,0.0,0.0,2022-01-25,1072,Male,Sold
917,5.0,6282.0,2021-01-20,1074,Male,Sold
921,31.98,77381.0,2021-04-21,1075,Male,Sold
923,0.18,53.0,2017-10-26,1083,Female,Sold
926,23.0,41776.0,2021-03-19,1084,Male,Sold
929,79.95,324336.0,2021-12-25,1085,Male,Sold
930,26.0,47024.0,2021-02-14,1086,Female,Sold
933,102.0,357327.0,2021-10-13,1091,Male,Sold
941,90.0,414551.0,2021-12-02,1092,Female,Sold
942,1.0,137.0,2018-12-29,1093,Male,Sold
945,200.0,542706.0,2021-08-04,1094,Male,Sold
948,100.0,331925.0,2021-08-23,1095,Male,Sold
950,6.5,8556.0,2021-02-01,1096,Female,Sold
951,0.12,151.0,2018-01-12,1097,Male,Sold
955,24.5,46434.0,2021-03-14,1100,Male,Sold
962,88.0,215900.0,2022-01-25,1102,Female,Sold
963,30.0,62373.0,2021-04-04,1105,Male,Sold
966,0.0,0.0,2022-01-25,1109,Male,Sold
969,118.0,349654.0,2021-09-24,1110,Female,Sold
970,1.11,446.0,2020-09-03,1111,Male,Sold
971,100.0,470197.0,2021-11-15,1113,Male,Sold
972,7.0,2543.0,2020-10-09,1115,Female,Sold
975,105.0,334838.0,2021-08-15,1116,Male,Sold
979,69.0,169692.0,2021-07-31,1118,Male,Sold
982,400.04,846257.0,2021-07-01,1119,Zombie,Sold
985,68.0,134251.0,2021-07-22,1123,Female,Sold
991,10.0,13612.0,2021-01-29,1127,Male,Sold
993,26.99,78958.0,2021-05-01,1129,Male,Sold
1000,60.99,193372.0,2022-01-19,1139,Female,Sold
1002,115.0,373053.0,2021-08-28,1142,Female,Sold
1003,0.15,42.0,2017-06-30,1143,Male,Sold
1004,0.28,63.0,2017-08-01,1144,Male,Sold
1010,41.0,103601.0,2021-08-04,1146,Male,Sold
1011,43.0,68053.0,2021-03-04,1147,Male,Sold
1013,49.0,134215.0,2021-04-30,1151,Female,Sold
1018,47.95,150121.0,2021-08-08,1155,Male,Sold
1019,0.25,22.0,2018-12-13,1156,Female,Sold
1021,6.27,7371.0,2021-01-08,1160,Male,Sold
1026,93.95,382238.0,2021-11-19,1161,Female,Sold
1028,119.99,303366.0,2021-05-24,1162,Female,Sold
1029,49.0,146842.0,2021-05-03,1163,Female,Sold
1030,0.5,112.0,2017-07-12,1164,Male,Sold
1032,0.18,18.0,2018-12-05,1170,Male,Sold
1033,137.0,437353.0,2021-08-29,1171,Male,Sold
1035,101.9,347920.0,2021-09-19,1173,Female,Sold
1037,128.0,424648.0,2021-10-04,1175,Male,Sold
1038,15.0,28371.0,2021-02-18,1176,Female,Sold
1039,330.0,992996.0,2021-10-01,1177,Male,Sold
1040,0.55,80.0,2019-02-21,1178,Male,Sold
1041,112.5,394667.0,2021-10-13,1179,Male,Sold
1045,99.0,240860.0,2022-01-24,1180,Male,Sold
1046,51.31,204223.0,2021-12-22,1181,Male,Sold
1047,312.5,1110000.0,2021-10-10,1182,Male,Sold
1049,101.0,196776.0,2021-07-13,1183,Male,Sold
1050,135.0,455320.0,2021-10-03,1184,Male,Sold
1051,159.0,497389.0,2021-09-23,1185,Male,Sold
1054,98.0,378256.0,2021-09-04,1186,Female,Sold
1056,104.9,459114.0,2021-10-29,1187,Female,Sold
1059,400.0,1380000.0,2021-05-18,1190,Zombie,Sold
1060,86.0,416871.0,2021-11-10,1191,Male,Sold
1062,0.0,0.0,2022-01-05,1194,Male,Sold
1064,25.0,45990.0,2021-03-18,1196,Female,Sold
1065,60.0,147771.0,2021-07-31,1198,Female,Sold
1066,125.0,418085.0,2021-08-23,1203,Male,Sold
1069,28.0,93739.0,2021-05-05,1205,Female,Sold
1073,180.0,621335.0,2021-10-05,1209,Female,Sold
1075,100.0,412850.0,2021-12-25,1210,Female,Sold
1077,0.35,93.0,2017-07-05,1211,Male,Sold
1081,23.0,46402.0,2021-04-05,1212,Female,Sold
1085,58.14,184457.0,2021-08-11,1215,Male,Sold
1087,0.45,111.0,2017-07-08,1216,Male,Sold
1088,69.0,169540.0,2021-07-31,1222,Male,Sold
1089,23.0,41694.0,2021-03-11,1224,Female,Sold
1090,2.0,378.0,2020-04-23,1225,Female,Sold
1091,0.1,47.0,2017-11-26,1226,Male,Sold
1092,0.06,17.0,2017-06-27,1231,Male,Sold
1093,11.11,3928.0,2020-09-06,1232,Female,Sold
1095,5.5,2063.0,2020-10-15,1234,Female,Sold
1097,0.1,28.0,2018-08-15,1236,Male,Sold
1098,35.0,55728.0,2021-02-04,1237,Female,Sold
1100,5.0,6276.0,2021-01-24,1238,Male,Sold
1102,46.0,76945.0,2021-03-23,1240,Male,Sold
1106,109.0,477058.0,2021-10-29,1241,Male,Sold
1107,3.0,1770.0,2020-12-05,1242,Male,Sold
1110,84.99,151353.0,2021-03-17,1243,Female,Sold
1115,1.95,403.0,2020-05-28,1244,Male,Sold
1119,142.0,675265.0,2021-11-11,1251,Female,Sold
1120,0.25,30.0,2018-12-22,1252,Male,Sold
1122,48.99,76307.0,2021-03-02,1253,Female,Sold
1130,55.0,225916.0,2021-12-24,1254,Male,Sold
1132,0.4,72.0,2019-09-02,1256,Male,Sold
1134,0.19,53.0,2017-06-30,1257,Male,Sold
1135,0.45,63.0,2018-12-24,1258,Male,Sold
1136,0.05,14.0,2017-06-27,1259,Male,Sold
1139,124.99,569449.0,2021-11-07,1261,Female,Sold
1140,0.5,70.0,2018-12-24,1264,Female,Sold
1141,0.11,56.0,2017-12-11,1265,Female,Sold
1145,25.0,41795.0,2021-03-24,1266,Male,Sold
1148,129.85,589522.0,2021-11-03,1267,Female,Sold
1153,103.0,402359.0,2021-09-05,1269,Male,Sold
1155,150.0,537132.0,2021-09-17,1270,Male,Sold
1157,200.0,669728.0,2021-08-23,1271,Male,Sold
1158,0.05,16.0,2017-06-28,1274,Male,Sold
1159,6.0,7807.0,2021-01-31,1275,Male,Sold
1161,129.74,389190.0,2021-09-30,1279,Male,Sold
1163,12.0,22956.0,2021-02-18,1280,Male,Sold
1166,79.0,192401.0,2022-01-25,1281,Male,Sold
1167,22.65,59464.0,2021-06-08,1282,Male,Sold
1168,0.25,67.0,2017-07-04,1284,Male,Sold
1169,0.11,92.0,2018-02-21,1286,Male,Sold
1172,74.74,188858.0,2021-08-04,1287,Male,Sold
1174,26.99,55789.0,2021-04-08,1288,Male,Sold
1176,133.0,421296.0,2021-08-29,1289,Female,Sold
1178,121.9,368123.0,2021-10-01,1290,Male,Sold
1183,24.95,43511.0,2021-03-19,1299,Female,Sold
1186,85.0,247426.0,2021-08-07,1302,Female,Sold
1187,0.09,38.0,2017-12-06,1306,Male,Sold
1189,100.0,331925.0,2021-08-23,1308,Male,Sold
1190,26.0,45534.0,2021-03-11,1311,Female,Sold
1191,23.0,36105.0,2021-03-02,1314,Male,Sold
1195,74.0,247799.0,2021-08-23,1315,Female,Sold
1202,103.95,400443.0,2021-10-17,1316,Male,Sold
1204,79.95,189788.0,2022-01-25,1319,Male,Sold
1206,26.0,52712.0,2021-06-23,1320,Male,Sold
1209,15.5,32879.0,2021-04-07,1321,Male,Sold
1211,0.0,0.0,2021-12-13,1322,Male,Sold
1212,17.0,34773.0,2021-04-08,1323,Male,Sold
1219,1.24,251.0,2020-05-27,1324,Male,Sold
1222,24.88,52548.0,2021-04-10,1325,Male,Sold
1224,48.0,117360.0,2021-07-31,1326,Male,Sold
1226,250.0,807020.0,2021-08-28,1328,Female,Sold
1230,3.0,554.0,2020-05-10,1330,Male,Sold
1231,0.25,67.0,2017-07-04,1331,Male,Sold
1233,8.75,15943.0,2021-02-14,1334,Male,Sold
1236,3.98,5294.0,2021-01-21,1335,Male,Sold
1240,33.0,70881.0,2021-04-12,1338,Male,Sold
1242,15.19,33540.0,2021-06-18,1340,Female,Sold
1243,2.5,1395.0,2020-12-12,1343,Male,Sold
1246,0.0,0.0,2021-08-06,1345,Female,Sold
1247,8.5,15441.0,2021-02-15,1347,Male,Sold
1248,95.0,201989.0,2021-04-11,1348,Male,Sold
1252,23.9,36368.0,2021-03-01,1349,Male,Sold
1255,0.0,0.0,2021-07-30,1350,Female,Sold
1259,2.49,807.0,2020-09-24,1351,Male,Sold
1260,24.99,44094.0,2021-03-17,1352,Female,Sold
1262,43.0,111512.0,2021-08-01,1353,Male,Sold
1269,53.0,132262.0,2021-04-27,1354,Female,Sold
1270,0.25,67.0,2017-07-04,1359,Male,Sold
1275,2.17,738.0,2020-09-23,1360,Male,Sold
1279,30.0,77618.0,2021-06-15,1361,Male,Sold
1292,70.95,293365.0,2021-12-09,1362,Male,Sold
1304,100.69,325187.0,2021-08-28,1369,Female,Sold
1306,18.0,64274.0,2021-05-16,1370,Male,Sold
1309,1.4,1059.0,2018-01-01,1374,Zombie,Sold
1310,22.0,37629.0,2021-03-23,1375,Male,Sold
1314,17.97,34420.0,2021-06-21,1376,Male,Sold
1317,5.33,8203.0,2021-02-03,1378,Male,Sold
1320,96.0,315470.0,2021-09-14,1379,Female,Sold
